"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2021-09-12","85.5","-3.47","5.54","Scherzer, Max",543592,453286,,"ball",,,,,"13","Austin Nola pops out to catcher Will Smith in foul territory.","R","R","R","LAD","SD","B",,,"0","1",2021,"0.05","0.46","-0.50","1.40",,,,"1","6","Top",,,,,"669257",,,6.869936525976299,-124.32818577639699,-4.392374969090625,-0.861878993859825,24.294728206624644,-26.737477237705694,"3.23","1.53",,,,"85.3","2191","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.36",,,,,,,,"39","2","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","203","0","0.021"
"FF","2021-09-12","94.3","-3.49","5.33","Scherzer, Max",543592,453286,,"called_strike",,,,,"8","Austin Nola pops out to catcher Will Smith in foul territory.","R","R","R","LAD","SD","S",,,"0","0",2021,"-1","1.14","-0.19","1.84",,,,"1","6","Top",,,,,"669257",,,10.741352241353624,-136.7948326997067,-5.8593601990363124,-14.838500583693644,29.252321022659366,-16.70276378113983,"3.27","1.53",,,,"94","2496","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.29",,,,,,,,"39","1","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","233","0","-0.027"
"FF","2021-09-12","95.0","-3.24","5.64","Scherzer, Max",571976,453286,"strikeout","called_strike",,,,,"9","Wil Myers called out on strikes.","R","R","R","LAD","SD","S","2",,"2","2",2021,"-0.89","1.28","0.73","1.93",,,,"0","6","Top",,,,,"669257",,,12.28506490242685,-137.69843740640653,-6.87352894700961,-13.976505493218985,29.632824457506153,-14.384649469109574,"3.21","1.6",,,,"94.4","1505","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.39",,,"0","1","0","0",,"38","5","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","204","0.03","-0.216"
"FF","2021-09-12","95.1","-3.33","5.35","Scherzer, Max",571976,453286,,"ball",,,,,"11","Wil Myers called out on strikes.","R","R","R","LAD","SD","B",,,"1","2",2021,"-0.94","1.2","-0.81","3.70",,,,"0","6","Top",,,,,"669257",,,8.696684376554622,-138.3281624088735,-1.4131479762837187,-13.889087702884193,27.949984879163843,-16.538131942413834,"3.19","1.6",,,,"95.5","2558","6.3",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.18",,,,,,,,"38","4","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","231","0","0.043"
"CU","2021-09-12","77.0","-3.34","5.53","Scherzer, Max",571976,453286,,"ball",,,,,"13","Wil Myers called out on strikes.","R","R","R","LAD","SD","B",,,"0","2",2021,"0.9","-0.78","-0.06","0.48",,,,"0","6","Top",,,,,"669257",,,5.334585143836955,-112.1170213450979,-2.3597715151365573,6.721193952342668,19.491145056254386,-38.56378428027535,"3.13","1.6",,,,"77","2740","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.3",,,,,,,,"38","3","Curveball","2","0","0","2","0","2","0","2","Infield shift","Standard","46","0","0.022"
"FF","2021-09-12","94.2","-3.24","5.65","Scherzer, Max",571976,453286,,"foul",,,,,"8","Wil Myers called out on strikes.","R","R","R","LAD","SD","S",,,"0","1",2021,"-1.03","1.19","-0.06","1.83",,,,"0","6","Top",,,,,"669257",,,10.487222431456482,-136.84991521589177,-6.899520635263404,-14.998236766315587,25.37902398995697,-15.858237321021935,"3.49","1.6","79","83.4","4","94.3","2486","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.39",,,,,,,,"38","2","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","219","0","-0.052"
"SL","2021-09-12","86.2","-3.4","5.47","Scherzer, Max",571976,453286,,"called_strike",,,,,"9","Wil Myers called out on strikes.","R","R","R","LAD","SD","S",,,"0","0",2021,"0.04","0.57","0.57","1.51",,,,"0","6","Top",,,,,"669257",,,9.327423201256511,-125.36393585193998,-4.440099035503837,-1.1479283021001774,20.5951429174348,-25.5016973979218,"3.17","1.6",,,,"86.5","2210","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.38",,,,,,,,"38","1","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","219","0","-0.038"
"FF","2021-09-12","94.1","-3.21","5.54","Scherzer, Max",502054,453286,"field_out","hit_into_play",,,,,"6","Tommy Pham flies out to right fielder Mookie Betts.","R","R","R","LAD","SD","X","9","fly_ball","1","1",2021,"-0.78","1.21","0.64","2.64",,,,"2","5","Top",200.77,86.28,,,"669257",,,11.670539346822274,-136.6604222227365,-4.544278281213328,-12.115045406150792,25.643610353406068,-16.081838890560608,"3.41","1.56","333","96.3","44","94.2","2400","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.35","0.011","0.015","0","1","0","0","3","33","3","4-Seam Fastball","1","0","0","1","0","1","0","1","Standard","Standard","228","0.014","-0.099"
"SL","2021-09-12","85.7","-3.35","5.54","Scherzer, Max",502054,453286,,"ball",,,,,"13","Tommy Pham flies out to right fielder Mookie Betts.","R","R","R","LAD","SD","B",,,"0","1",2021,"0.09","0.29","-0.08","1.09",,,,"2","5","Top",,,,,"669257",,,7.5040891862211865,-124.69481088868112,-4.949942311015413,-0.17917075957175171,19.49128606649367,-28.412416192797384,"3.37","1.56",,,,"86.1","2244","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.42",,,,,,,,"33","2","Slider","1","0","0","1","0","1","0","1","Standard","Standard","199","0","0.014"
"SL","2021-09-12","85.3","-3.45","5.31","Scherzer, Max",502054,453286,,"called_strike",,,,,"6","Tommy Pham flies out to right fielder Mookie Betts.","R","R","R","LAD","SD","S",,,"0","0",2021,"0.04","0.31","0.36","2.49",,,,"2","5","Top",,,,,"669257",,,8.865275012989187,-124.13186183874971,-1.0439950350257514,-1.0541270203739594,20.847853938547452,-28.91148577607203,"3.31","1.56",,,,"85.7","2266","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.32",,,,,,,,"33","1","Slider","1","0","0","1","0","1","0","1","Standard","Standard","200","0","-0.018"
"CH","2021-09-12","88.2","-3.28","5.29","Scherzer, Max",543333,453286,"strikeout","swinging_strike",,,,,"9","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","S","2",,"3","2",2021,"-1.13","0.16","0.75","1.76",,,,"1","5","Top",,,,,"669257",,,12.136763199768371,-128.03017862393617,-2.9060747909295914,-14.600467660444762,21.096274912593824,-30.05788513715738,"3.55","1.63",,,,"89","1449","6.5",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.03",,,"0","1","0","0",,"32","6","Changeup","1","0","0","1","0","1","0","1","Infield shift","Standard","245","0.023","-0.212"
"CH","2021-09-12","86.3","-3.17","5.42","Scherzer, Max",543333,453286,,"ball",,,,,"14","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","B",,,"2","2",2021,"-1.28","0.18","1.01","0.87",,,,"1","5","Top",,,,,"669257",,,12.529210117443755,-125.15820294691814,-5.039424700326109,-15.709774178096772,20.933442174888437,-29.44486824723758,"3.58","1.63",,,,"86.8","1562","6.4",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.07",,,,,,,,"32","5","Changeup","1","0","0","1","0","1","0","1","Infield shift","Standard","249","0","0.07"
"FC","2021-09-12","91.0","-3.25","5.49","Scherzer, Max",543333,453286,,"ball",,,,,"14","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","B",,,"1","2",2021,"-0.02","0.54","2.25","1.06",,,,"1","5","Top",,,,,"669257",,,13.773519266188798,-131.87955686266554,-6.430280006869354,-2.669115503571887,23.509213843836395,-24.656835377414385,"3.65","1.63",,,,"91.2","2376","6.3",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.21",,,,,,,,"32","4","Cutter","1","0","0","1","0","1","0","1","Infield shift","Standard","222","0","0.028"
"CH","2021-09-12","85.9","-3.23","5.4","Scherzer, Max",543333,453286,,"ball",,,,,"14","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","B",,,"0","2",2021,"-1.46","0.33","0.47","0.40",,,,"1","5","Top",,,,,"669257",,,11.695378530671661,-124.57984201176735,-6.312181408362486,-17.310221935351688,20.971722827199507,-27.703374490492358,"3.67","1.63",,,,"86.4","1581","6.4",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.05",,,,,,,,"32","3","Changeup","1","0","0","1","0","1","0","1","Infield shift","Standard","248","0","0.013"
"FF","2021-09-12","95.3","-3.19","5.64","Scherzer, Max",543333,453286,,"swinging_strike",,,,,"5","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","S",,,"0","1",2021,"-1.14","1.35","0.19","2.78",,,,"1","5","Top",,,,,"669257",,,11.355481884129741,-138.41428507255364,-4.916149457973798,-17.002782235369946,27.43786887810762,-13.826836915419495,"3.55","1.63",,,,"95.2","2617","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.44",,,,,,,,"32","2","4-Seam Fastball","1","0","0","1","0","1","0","1","Strategic","Standard","220","0","-0.035"
"FC","2021-09-12","90.4","-3.34","5.41","Scherzer, Max",543333,453286,,"called_strike",,,,,"3","Eric Hosmer strikes out swinging.","R","L","R","LAD","SD","S",,,"0","0",2021,"-0.82","0.8","0.28","3.69",,,,"1","5","Top",,,,,"669257",,,10.708810901299012,-131.31855478189735,-0.10876982215806985,-11.542759354393374,23.7258654238749,-22.937321600144166,"3.7","1.82",,,,"90.5","2539","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.36",,,,,,,,"32","1","Cutter","1","0","0","1","0","1","0","1","Strategic","Standard","226","0","-0.027"
"SL","2021-09-12","85.3","-3.38","5.51","Scherzer, Max",665487,453286,"field_out","hit_into_play",,,,,"5","Fernando Tatis flies out sharply to center fielder Cody Bellinger.","R","R","R","LAD","SD","X","8","fly_ball","1","0",2021,"0.32","0.38","-0.03","2.59",,,,"0","5","Top",138.85,42.22,,,"669257",,,7.222039856990034,-124.21912097915943,-1.4512609191938803,2.0816523614660816,21.166965095216142,-28.11148834948335,"3.49","1.6","388","103.3","35","85.6","2368","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.41","0.537","1.045","0","1","0","0","6","31","2","Slider","1","0","0","1","0","1","0","1","Infield shift","Standard","206","0.032","-0.279"
"FF","2021-09-12","94.0","-3.28","5.61","Scherzer, Max",665487,453286,,"ball",,,,,"11","Fernando Tatis flies out sharply to center fielder Cody Bellinger.","R","R","R","LAD","SD","B",,,"0","0",2021,"-1.21","1.23","-1.60","3.50",,,,"0","5","Top",,,,,"669257",,,7.003329912228112,-136.75372007261726,-2.4879534818848748,-16.67130369605274,29.150048498758135,-16.368861342853176,"3.56","1.6",,,,"93.8","2598","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","641355","605141","54.41",,,,,,,,"31","1","4-Seam Fastball","1","0","0","1","0","1","0","1","Infield shift","Standard","222","0","0.038"
"CU","2021-09-12","78.0","-3.29","5.51","Scherzer, Max",592518,453286,"field_out","hit_into_play",,,,,"8","Manny Machado pops out to second baseman Trea Turner.","R","R","R","LAD","SD","X","4","popup","0","2",2021,"1.06","-0.54","0.13","1.85",,,,"2","4","Top",142.16,133.27,,,"669257",,,5.401180489635086,-113.50222191166402,-0.008584042346770016,8.196201324135664,20.381974207795704,-37.0855501492964,"3.49","1.6","171","61.2","46","78.1","2757","6.3",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.15","0.226","0.203","0","1","0","0","3","23","3","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","54","0.013","-0.061"
"SL","2021-09-12","88.0","-3.35","5.55","Scherzer, Max",592518,453286,,"called_strike",,,,,"9","Manny Machado pops out to second baseman Trea Turner.","R","R","R","LAD","SD","S",,,"0","1",2021,"0.13","0.45","0.56","1.68",,,,"2","4","Top",,,,,"669257",,,9.16015655651407,-127.94470257545814,-4.220694013308556,-0.31135823065988055,25.13119565717291,-26.545263253912044,"3.68","1.6",,,,"87.8","2147","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.42",,,,,,,,"23","2","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","192","0","-0.024"
"SL","2021-09-12","87.4","-3.28","5.57","Scherzer, Max",592518,453286,,"swinging_strike",,,,,"14","Manny Machado pops out to second baseman Trea Turner.","R","R","R","LAD","SD","S",,,"0","0",2021,"0.04","0.48","0.86","2.24",,,,"2","4","Top",,,,,"669257",,,9.829780183079489,-126.99384158200827,-2.930464458962134,-1.330082505377978,22.85076891082072,-26.55714407772351,"3.49","1.6",,,,"87.3","2135","6",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.46",,,,,,,,"23","1","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","217","0","-0.018"
"CU","2021-09-12","77.1","-3.34","5.61","Scherzer, Max",624428,453286,"field_out","hit_into_play",,,,,"7","Adam Frazier grounds out to first baseman Max Muncy.","R","L","R","LAD","SD","X","3","ground_ball","0","0",2021,"0.85","-0.46","-0.65","1.49",,,,"1","4","Top",159.13,159.41,,,"669257",,,4.169683381565424,-112.31285430336882,-1.0544943720651951,6.616903843871474,17.836597217810827,-36.1387761405867,"3.3","1.5","93","70.4","10","77.3","2510","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.38","0.28","0.257","0","1","0","0","2","22","1","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","54","0.019","-0.163"
"FF","2021-09-12","96.2","-3.29","5.31","Scherzer, Max",663757,453286,"field_out","hit_into_play",,,,,"3","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","X","6","fly_ball","3","2",2021,"-0.81","1.19","0.43","2.88",,,,"0","4","Top",139.45,109.66,,,"669257",,,11.687279963107569,-139.6648411792542,-3.6111768273444316,-13.093028927618088,28.31929295333798,-15.841638719424527,"3.32","1.51","228","76.8","49","96.5","2448","6.4",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.14","0.069","0.064","0","1","0","0","3","21","8","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","228","0.027","-0.317"
"CU","2021-09-12","79.0","-3.28","5.43","Scherzer, Max",663757,453286,,"foul",,,,,"5","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","S",,,"3","2",2021,"0.94","-0.57","0.10","2.46",,,,"0","4","Top",,,,,"669257",,,5.604127541027518,-114.98618566014265,1.2949132616214114,7.520469172620257,18.719434347490832,-37.66905403642643,"3.32","1.51","130","58.4","61","79.3","2707","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.27",,,,,,,,"21","7","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","60","0","0"
"FF","2021-09-12","98.0","-3.26","5.52","Scherzer, Max",663757,453286,,"ball",,,,,"13","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","B",,,"2","2",2021,"-0.78","1.28","-1.47","2.40",,,,"0","4","Top",,,,,"669257",,,6.588726991351249,-142.63123721777322,-5.91975799465588,-12.047778816406005,29.193400960568237,-13.528156914187763,"3.53","1.51",,,,"98","2525","6",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.46",,,,,,,,"21","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","222","0","0.101"
"FF","2021-09-12","97.1","-3.29","5.4","Scherzer, Max",663757,453286,,"ball",,,,,"12","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","B",,,"1","2",2021,"-0.92","1.18","0.02","3.92",,,,"0","4","Top",,,,,"669257",,,10.935450375409737,-141.13289598913704,-1.1808566840011079,-14.643775210496255,27.994060277753803,-16.1468464451759,"3.51","1.51",,,,"97.4","2536","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.28",,,,,,,,"21","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","219","0","0.043"
"CH","2021-09-12","86.0","-3.34","5.42","Scherzer, Max",663757,453286,,"foul",,,,,"13","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","S",,,"1","2",2021,"-1.35","0.24","-0.82","0.80",,,,"0","4","Top",,,,,"669257",,,8.700357977634948,-125.0598866473776,-5.26662184105006,-15.841959587220673,22.279050413790902,-28.836017713842665,"3.32","1.51","2","46.4","-25","86.4","1474","6.3",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.19",,,,,,,,"21","4","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","251","0","0"
"FC","2021-09-12","90.9","-3.43","5.29","Scherzer, Max",663757,453286,,"foul",,,,,"6","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","S",,,"1","1",2021,"-0.13","0.73","0.42","2.49",,,,"0","4","Top",,,,,"669257",,,9.889103915506281,-132.12268361583898,-2.713330334109929,-3.347162835269443,24.304049366424493,-23.22731088316206,"3.32","1.51","342","93.7","33","91.1","2527","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.33",,,,,,,,"21","3","Cutter","0","0","0","0","0","0","0","0","Infield shift","Standard","220","0","-0.057"
"FF","2021-09-12","94.4","-3.41","5.37","Scherzer, Max",663757,453286,,"foul_tip",,,,,"2","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","S",,,"1","0",2021,"-1","1.09","-0.18","2.97",,,,"0","4","Top",,,,,"669257",,,10.585736331566114,-137.16162408028487,-2.9994921609769243,-14.909077520911886,27.750898430462144,-17.919084260789298,"3.32","1.51",,,,"94.4","2495","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.31",,,,,,,,"21","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","227","0","-0.049"
"FC","2021-09-12","90.6","-3.42","5.41","Scherzer, Max",663757,453286,,"ball",,,,,"11","Trent Grisham flies out to shortstop Corey Seager.","R","L","R","LAD","SD","B",,,"0","0",2021,"-0.27","0.76","-0.45","4.47",,,,"0","4","Top",,,,,"669257",,,7.975482754694585,-131.87771186779912,1.8974405811256667,-4.687453811830227,25.18425993879178,-23.809822834472108,"3.55","1.51",,,,"90.9","2501","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.26",,,,,,,,"21","1","Cutter","0","0","0","0","0","0","0","0","Infield shift","Standard","224","0","0.038"
"FF","2021-09-12","95.0","-3.38","5.41","Scherzer, Max",622503,453286,"field_out","hit_into_play",,,,,"4","Nabil Crismatt grounds out, pitcher Max Scherzer to first baseman Max Muncy.","R","R","R","LAD","SD","X","1","ground_ball","2","0",2021,"-1.02","1.21","-0.49","2.46",,,,"2","3","Top",132.35,190.34,,,"669257",,,9.807241396613676,-137.98128108043417,-4.753525079917063,-15.161756742297161,28.970709127910602,-15.80921316253391,"3.41","1.56","3","77.7","-44","94.7","2469","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.41","0.089","0.08","0","1","0","0","2","16","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","227","0.011","-0.143"
"FF","2021-09-12","94.4","-3.26","5.55","Scherzer, Max",622503,453286,,"ball",,,,,"14","Nabil Crismatt grounds out, pitcher Max Scherzer to first baseman Max Muncy.","R","R","R","LAD","SD","B",,,"1","0",2021,"-1","1.37","0.47","1.32",,,,"2","3","Top",,,,,"669257",,,11.866491617241124,-136.88141085492722,-8.347425145293013,-15.061558674640972,27.46704938815872,-13.233380867976202,"3.32","1.56",,,,"94.2","2494","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.32",,,,,,,,"16","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","226","0","0.024"
"FF","2021-09-12","94.3","-3.4","5.39","Scherzer, Max",622503,453286,,"ball",,,,,"14","Nabil Crismatt grounds out, pitcher Max Scherzer to first baseman Max Muncy.","R","R","R","LAD","SD","B",,,"0","0",2021,"-0.9","1.2","1.20","2.01",,,,"2","3","Top",,,,,"669257",,,13.85398786909738,-136.577913339143,-5.698998298161747,-14.38065305770197,30.234292219950774,-15.949715915198274,"3.39","1.56",,,,"93.7","2421","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.32",,,,,,,,"16","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","222","0","0.016"
"FF","2021-09-12","95.4","-3.3","5.41","Scherzer, Max",543592,453286,"field_out","hit_into_play",,,,,"5","Austin Nola grounds out, shortstop Corey Seager to first baseman Max Muncy.","R","R","R","LAD","SD","X","6","ground_ball","0","0",2021,"-1.08","1.09","-0.25","2.16",,,,"1","3","Top",94.97,140.85,,,"669257",,,10.406275911871074,-138.5289061864315,-5.372154217068482,-16.159475456817564,29.66416195316369,-17.037545948734124,"3.37","1.53","7","98.6","-16","95.2","2476","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.29","0.2","0.18","0","1","0","0","2","15","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","222","0.018","-0.163"
"SL","2021-09-12","88.5","-3.38","5.25","Scherzer, Max",571976,453286,"strikeout","swinging_strike",,,,,"9","Wil Myers strikes out swinging.","R","R","R","LAD","SD","S","2",,"3","2",2021,"0.03","0.48","0.28","2.16",,,,"0","3","Top",,,,,"669257",,,8.855182894845926,-128.81022107191873,-2.546796394421771,-1.2862068854275064,23.11801979959306,-26.482908683972997,"3.49","1.6",,,,"88.8","2230","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.33",,,"0","1","0","0",,"14","6","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","211","0.025","-0.317"
"FF","2021-09-12","95.5","-3.24","5.4","Scherzer, Max",571976,453286,,"ball",,,,,"12","Wil Myers strikes out swinging.","R","R","R","LAD","SD","B",,,"2","2",2021,"-0.94","1.28","0.73","3.42",,,,"0","3","Top",,,,,"669257",,,12.50948098255687,-138.6057110937019,-2.455327887577782,-14.763760588632794,29.428269164730615,-15.306960311803017,"3.21","1.6",,,,"95.3","2493","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.28",,,,,,,,"14","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","223","0","0.101"
"CH","2021-09-12","86.6","-3.34","5.51","Scherzer, Max",571976,453286,,"ball",,,,,"13","Wil Myers strikes out swinging.","R","R","R","LAD","SD","B",,,"1","2",2021,"-1.38","0.38","-0.12","1.04",,,,"0","3","Top",,,,,"669257",,,10.445218893801648,-125.7184064911955,-5.325735777503223,-16.586545339968506,20.49419279719694,-27.290455096932888,"3.19","1.6",,,,"86.9","1510","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.31",,,,,,,,"14","4","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","245","0","0.043"
"CH","2021-09-12","86.5","-3.28","5.47","Scherzer, Max",571976,453286,,"ball",,,,,"13","Wil Myers strikes out swinging.","R","R","R","LAD","SD","B",,,"0","2",2021,"-1.3","0.28","-0.54","1.29",,,,"0","3","Top",,,,,"669257",,,9.19873936494746,-125.7351696188715,-4.430108322841177,-15.53927731081371,21.4628318966754,-28.502704988498927,"3.19","1.6",,,,"87.2","1574","6.4",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.07",,,,,,,,"14","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","246","0","0.022"
"SL","2021-09-12","85.9","-3.33","5.69","Scherzer, Max",571976,453286,,"foul",,,,,"5","Wil Myers strikes out swinging.","R","R","R","LAD","SD","S",,,"0","1",2021,"0.22","0.43","-0.24","2.45",,,,"0","3","Top",,,,,"669257",,,6.8383784888986785,-124.98353794710886,-2.334607478177633,1.0231247026230155,22.882673465223014,-27.43256450523597,"3.49","1.6","11","79.5","-14","85.6","2231","5.9",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.62",,,,,,,,"14","2","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","184","0","-0.052"
"FF","2021-09-12","95.2","-3.22","5.69","Scherzer, Max",571976,453286,,"called_strike",,,,,"5","Wil Myers strikes out swinging.","R","R","R","LAD","SD","S",,,"0","0",2021,"-1.11","1.26","0.04","2.31",,,,"0","3","Top",,,,,"669257",,,10.954927219822956,-138.2186871907696,-6.023876809527062,-16.606251780759386,29.47289355682352,-14.81707510984508,"3.03","1.6",,,,"94.8","2487","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.4",,,,,,,,"14","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","220","0","-0.038"
"FF","2021-09-12","96.6","-3.34","5.31","Scherzer, Max",502054,453286,"strikeout","swinging_strike",,,,,"12","Tommy Pham strikes out swinging.","R","R","R","LAD","SD","S","2",,"0","2",2021,"-0.66","1.33","0.06","3.60",,,,"2","2","Top",,,,,"669257",,,10.489278508511642,-140.3068502782982,-2.0180660853941648,-10.961182664124689,30.10474505121117,-14.261705605993846,"3.41","1.56",,,,"96.4","2573","6.2",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.34",,,"0","1","0","0",,"10","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","227","0.01","-0.061"
"CH","2021-09-12","85.8","-3.25","5.42","Scherzer, Max",502054,453286,,"swinging_strike",,,,,"14","Tommy Pham strikes out swinging.","R","R","R","LAD","SD","S",,,"0","1",2021,"-1.16","0.33","0.34","1.10",,,,"2","2","Top",,,,,"669257",,,10.839002864316546,-124.57767296745385,-4.705095530578084,-14.104434848072138,21.4522209399189,-27.97211835660876,"3.41","1.56",,,,"86.4","1515","6.5",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.04",,,,,,,,"10","2","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","249","0","-0.024"
"FF","2021-09-12","93.7","-3.29","5.51","Scherzer, Max",502054,453286,,"foul",,,,,"4","Tommy Pham strikes out swinging.","R","R","R","LAD","SD","S",,,"0","0",2021,"-0.81","1.18","-0.37","2.23",,,,"2","2","Top",,,,,"669257",,,9.269459840862032,-136.11314902530395,-5.373407480647117,-11.97518054414071,26.961723092313143,-16.458113934018066,"3.41","1.56","158","80.6","67","93.6","2437","6.1",632568,453286,"669257","571970","607208","457759","608369","666158","605141","519306","54.37",,,,,,,,"10","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","225","0","-0.018"
